表格ID：Custom_EstimateBirth、Custom_EstimateDeath
標題：出生及死亡人數
更新日期：2024.10.17
下載日期：2024.10.26 16:34
查詢年份：1970~2070
資料來源：國家發展委員會
中華民國人口推估
來源網址：https://pop-proj.ndc.gov.tw/Custom_Fast_Statistics_Search.aspx?d=H07&m=80&n=233&sms=10363&Create=1

,,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
推估情境,項目,統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人),統計值(人)
中推估,出生人數,394015,380424,368067,369022,369671,369349,425125,397373,410783,424034,413881,414069,405263,383439,371008,346208,309230,314024,342031,315299,335618,321932,321632,325613,322938,329581,325545,326002,271450,283661,305312,260354,247530,227070,216419,205854,204459,204414,198733,191310,166886,196627,229481,199113,210383,213598,208440,193844,181601,177767,165249,153820,138986,135571,131745,129897,127685,125434,122438,119621,117279,115039,113071,111138,109492,107832,106132,104600,103221,101839,99909,98080,96945,95883,94871,94036,93089,91544,89764,88070,86296,84400,81833,79240,76917,74559,72221,69957,68012,66198,64453,62868,61477,60347,59254,58207,57265,56393,55602,54846,54122
中推估,死亡人數,71135,70954,71988,73959,75224,75551,77035,79766,79761,82244,84333,87192,87578,90951,89915,92348,95057,96319,102113,103288,105669,106284,110516,110901,113866,119112,122489,121000,123180,126113,125958,127647,128636,130801,135092,139398,135839,141111,143624,143582,145772,152915,154251,155908,163929,163858,172405,171242,172784,176296,173156,183732,207230,205368,200430,201074,201172,205633,210236,214938,219664,224546,229568,234714,239957,245258,250642,255988,261332,266605,271802,276879,281736,286384,290781,294855,298518,301978,305195,308057,310580,312728,314610,316023,317136,318063,318765,319226,319375,319448,319361,319142,318715,318175,317512,316623,315570,314408,312953,311597,310098

"● 1971年（含）以前資料不包含金門縣及連江縣。"
"● 2024年（含）以後為推估值。
